Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,ai-description
BGDRI-1062,bgdri-1062,Elegant White 18K Gold Ring. from the Diamond Jewellery collection. set with 1.95ct colour stones (32 pcs). Total weight: 2.72g.,BG Jewels,Apparel & Accessories > Jewelry,RING,"WG, Diamond Jewellery, RING, 18K",TRUE,Active,BGDRI-1062,,Title,Default Title,,,,,,,,840.0,,,TRUE,,,,,,shopify,1,DENY,2.72,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDRI-1062.jpg,1,BGDRI-1062,,FALSE,BGDRI-1062 | BG Jewels,Elegant White 18K Gold Ring. from the Diamond Jewellery collection. set with 1.95ct colour stones (32 pcs). Total weight: 2.72g.,WG,Apparel & Accessories > Jewelry,,,BGDRI-1062,,,New,FALSE,,,,,,"This is a silver-colored eternity band ring featuring a channel setting with rectangular blue sapphires that encircle the entire band. The modern design emphasizes the vibrant, deep blue hue of the sapphires, providing a continuous color effect. The sleek, polished finish adds a contemporary touch to the classic eternity style."
BGDRI-1063,bgdri-1063,Elegant Yellow 18K Gold Ring. from the Diamond Jewellery collection. set with 1.47ct colour stones (34 pcs). Total weight: 2.38g.,BG Jewels,Apparel & Accessories > Jewelry,RING,"YG, Diamond Jewellery, RING, 18K",TRUE,Active,BGDRI-1063,,Title,Default Title,,,,,,,,715.0,,,TRUE,,,,,,shopify,1,DENY,2.38,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDRI-1063.jpg,1,BGDRI-1063,,FALSE,BGDRI-1063 | BG Jewels,Elegant Yellow 18K Gold Ring. from the Diamond Jewellery collection. set with 1.47ct colour stones (34 pcs). Total weight: 2.38g.,YG,Apparel & Accessories > Jewelry,,,BGDRI-1063,,,New,FALSE,,,,,,"This image features a sleek, modern ring crafted in a gold metal color. The band is set with a row of square-cut emerald stones, creating a vibrant and continuous line of green. The channel setting enhances the minimalist and contemporary style, making it an elegant accessory for various occasions."
BGDRI-1064,bgdri-1064,Elegant Rose 18K Gold Ring. from the Diamond Jewellery collection. set with 0.30ct diamonds (36 pcs) and 1.63ct colour stones (4 pcs). Total weight: 4.72g.,BG Jewels,Apparel & Accessories > Jewelry,RING,"RG, Diamond Jewellery, RING, 18K",TRUE,Active,BGDRI-1064,,Title,Default Title,,,,,,,,1735.0,,,TRUE,,,,,,shopify,1,DENY,4.72,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDRI-1064.jpg,1,BGDRI-1064,,FALSE,BGDRI-1064 | BG Jewels,Elegant Rose 18K Gold Ring. from the Diamond Jewellery collection. set with 0.30ct diamonds (36 pcs) and 1.63ct colour stones (4 pcs). Total weight: 4.72g.,RG,Apparel & Accessories > Jewelry,,,BGDRI-1064,,,New,FALSE,,,,,,"This is a modern ring featuring a rose gold metal setting. It is adorned with square-cut pink gemstones, likely sapphires, arranged in a staggered fashion. The design includes two bands embellished with small round diamonds, adding a touch of elegance and sparkle. The open, asymmetrical style gives it a contemporary and chic look."
BGDRI-1065,bgdri-1065,Elegant Yellow 18K Gold Ring. from the Diamond Jewellery collection. set with 2.98ct colour stones (1 pcs). Total weight: 5.83g.,BG Jewels,Apparel & Accessories > Jewelry,RING,"YG, Diamond Jewellery, RING, 18K",TRUE,Active,BGDRI-1065,,Title,Default Title,,,,,,,,2050.0,,,TRUE,,,,,,shopify,1,DENY,5.83,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDRI-1065.jpg,1,BGDRI-1065,,FALSE,BGDRI-1065 | BG Jewels,Elegant Yellow 18K Gold Ring. from the Diamond Jewellery collection. set with 2.98ct colour stones (1 pcs). Total weight: 5.83g.,YG,Apparel & Accessories > Jewelry,,,BGDRI-1065,,,New,FALSE,,,,,,"This is a gold ring featuring a prominent round-cut gemstone in a rich, deep red color, likely a garnet or ruby. The metal band is smooth and polished, complementing the elegant and minimalist modern design. The stone is set with prongs that securely hold the gem in place, highlighting its brilliance and depth. This piece combines simplicity with a striking focal point, making it both timeless and eye-catching."
BGDRI-1066,bgdri-1066,Elegant Yellow 18K Gold Ring. from the Diamond Jewellery collection. set with 0.34ct diamonds (51 pcs). Total weight: 1.98g.,BG Jewels,Apparel & Accessories > Jewelry,RING,"YG, Diamond Jewellery, RING, 18K",TRUE,Active,BGDRI-1066,,Title,Default Title,,,,,,,,755.0,,,TRUE,,,,,,shopify,1,DENY,1.98,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDRI-1066.jpg,1,BGDRI-1066,,FALSE,BGDRI-1066 | BG Jewels,Elegant Yellow 18K Gold Ring. from the Diamond Jewellery collection. set with 0.34ct diamonds (51 pcs). Total weight: 1.98g.,YG,Apparel & Accessories > Jewelry,,,BGDRI-1066,,,New,FALSE,,,,,,"This is a rose gold eternity ring featuring a classic and modern design. It is adorned with a continuous row of small, round-cut diamonds around the entire band. The elegant simplicity of the design emphasizes the brilliance of the diamonds, making it an ideal piece for both everyday wear and special occasions."
BGDRI-1067,bgdri-1067,Elegant Rose 18K Gold Ring. from the Diamond Jewellery collection. set with 0.85ct diamonds (100 pcs) and 2.75ct colour stones (35 pcs). Total weight: 4.88g.,BG Jewels,Apparel & Accessories > Jewelry,RING,"RG, Diamond Jewellery, RING, 18K",TRUE,Active,BGDRI-1067,,Title,Default Title,,,,,,,,2005.0,,,TRUE,,,,,,shopify,1,DENY,4.88,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGDRI-1067.jpg,1,BGDRI-1067,,FALSE,BGDRI-1067 | BG Jewels,Elegant Rose 18K Gold Ring. from the Diamond Jewellery collection. set with 0.85ct diamonds (100 pcs) and 2.75ct colour stones (35 pcs). Total weight: 4.88g.,RG,Apparel & Accessories > Jewelry,,,BGDRI-1067,,,New,FALSE,,,,,,"This is a sophisticated ring made from rose gold. It features an elegant design with a central row of baguette-cut pink stones, likely sapphires or tourmalines. These are bordered by two rows of small, round-cut diamonds that add a touch of sparkle. The combination of pink and rose gold gives the ring a modern and chic appearance."
BGPBR-1000,bgpbr-1000,Elegant Rose 14K Gold Bracelet. from the Polki Jewellery collection. set with 1.03ct diamonds (154 pcs). Total weight: 9.88g. Size: 2.3.,BG Jewels,Apparel & Accessories > Jewelry,BRACELET,"RG, Polki Jewellery, BRACELET, 14K",TRUE,Active,BGPBR-1000,,Title,Default Title,,,,,,,,2410.0,,,TRUE,,,,,,shopify,1,DENY,9.88,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPBR-1000.jpg,1,BGPBR-1000,,FALSE,BGPBR-1000 | BG Jewels,Elegant Rose 14K Gold Bracelet. from the Polki Jewellery collection. set with 1.03ct diamonds (154 pcs). Total weight: 9.88g. Size: 2.3.,RG,Apparel & Accessories > Jewelry,,,BGPBR-1000,,,New,FALSE,,,,,,"This is a bracelet crafted in rose gold with a refined, modern design. It features a central, prominent, pear-shaped stone, possibly a diamond or a polished gem, encircled by smaller sparkling stones. The delicate and intricate setting of the bracelet is accentuated by additional stones lining the band, adding an elegant sparkle. The style is elegant and minimalist, focusing on the central motif for visual impact."
BGPBR-1001,bgpbr-1001,Elegant Yellow 14K Gold Bracelet. from the Polki Jewellery collection. set with 5.97ct diamonds (369 pcs) and 1.57ct colour stones (12 pcs). Total weight: 24.69g. Size: 7.,BG Jewels,Apparel & Accessories > Jewelry,BRACELET,"YG, Polki Jewellery, BRACELET, 14K",TRUE,Active,BGPBR-1001,,Title,Default Title,,,,,,,,7285.0,,,TRUE,,,,,,shopify,1,DENY,24.69,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPBR-1001.jpg,1,BGPBR-1001,,FALSE,BGPBR-1001 | BG Jewels,Elegant Yellow 14K Gold Bracelet. from the Polki Jewellery collection. set with 5.97ct diamonds (369 pcs) and 1.57ct colour stones (12 pcs). Total weight: 24.69g. Size: 7.,YG,Apparel & Accessories > Jewelry,,,BGPBR-1001,,,New,FALSE,,,,,,"This is a bracelet crafted from rose gold. It features a floral design adorned with pink and white stones, likely pink sapphires or amethysts, and diamonds. The intricate arrangement of the stones gives it a blend of modern elegance while maintaining a touch of traditional charm. The detailed craftsmanship in the floral patterns is a notable feature, enhancing its overall appeal."
BGPBR-1002,bgpbr-1002,Elegant Rose 14K Gold Bracelet. from the Polki Jewellery collection. set with 1.11ct diamonds (87 pcs) and 2.66ct colour stones (4 pcs). Total weight: 12.44g.,BG Jewels,Apparel & Accessories > Jewelry,BRACELET,"RG, Polki Jewellery, BRACELET, 14K",TRUE,Active,BGPBR-1002,,Title,Default Title,,,,,,,,2990.0,,,TRUE,,,,,,shopify,1,DENY,12.44,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPBR-1002.jpg,1,BGPBR-1002,,FALSE,BGPBR-1002 | BG Jewels,Elegant Rose 14K Gold Bracelet. from the Polki Jewellery collection. set with 1.11ct diamonds (87 pcs) and 2.66ct colour stones (4 pcs). Total weight: 12.44g.,RG,Apparel & Accessories > Jewelry,,,BGPBR-1002,,,New,FALSE,,,,,,"This is a bangle bracelet with a rose gold metal base. It features clear, round stones, likely resembling diamonds, set in a linear pattern along the top half of the bracelet. The design style appears modern, with a sleek and simple aesthetic that highlights the stones. Its elegant yet minimalistic look makes it versatile for various occasions."
BGPBR-1003,bgpbr-1003,Elegant Yellow 18K Gold Bracelet. from the Polki Jewellery collection. set with 4.05ct colour stones (16 pcs). Total weight: 19.85g.,BG Jewels,Apparel & Accessories > Jewelry,BRACELET,"YG, Polki Jewellery, BRACELET, 18K",TRUE,Active,BGPBR-1003,,Title,Default Title,,,,,,,,7915.0,,,TRUE,,,,,,shopify,1,DENY,19.85,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPBR-1003.jpg,1,BGPBR-1003,,FALSE,BGPBR-1003 | BG Jewels,Elegant Yellow 18K Gold Bracelet. from the Polki Jewellery collection. set with 4.05ct colour stones (16 pcs). Total weight: 19.85g.,YG,Apparel & Accessories > Jewelry,,,BGPBR-1003,,,New,FALSE,,,,,,"This image depicts a bracelet made of gold-colored metal. It features a series of clear, pear-shaped stones that resemble diamonds, set in individual gold-tone settings linked together. The design style appears modern, with a simple yet elegant arrangement that emphasizes the brilliance of the stones. Notable features include a secure clasp mechanism for fastening."
BGPER-1026,bgper-1026,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 4.47ct colour stones (18 pcs). Total weight: 4.97g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 18K",TRUE,Active,BGPER-1026,,Title,Default Title,,,,,,,,1310.0,,,TRUE,,,,,,shopify,2,DENY,4.97,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1026.jpg,1,BGPER-1026,,FALSE,BGPER-1026 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 4.47ct colour stones (18 pcs). Total weight: 4.97g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1026,,,New,FALSE,,,,,,"This image shows a pair of earrings with a floral design. The earrings feature a central clear stone, possibly a diamond or white sapphire, surrounded by smaller circular pink stones that resemble rubies or pink sapphires. The metal appears to be rose gold, complementing the pink stones. The style is elegant and modern, with a classic floral motif."
BGPER-1030,bgper-1030,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 1.05ct diamonds (110 pcs) and 4.85ct colour stones (12 pcs). Total weight: 8.71g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1030,,Title,Default Title,,,,,,,,2355.0,,,TRUE,,,,,,shopify,1,DENY,8.71,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1030.jpg,1,BGPER-1030,,FALSE,BGPER-1030 | BG Jewels,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 1.05ct diamonds (110 pcs) and 4.85ct colour stones (12 pcs). Total weight: 8.71g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1030,,,New,FALSE,,,,,,"These are a pair of earrings featuring a modern design style. They are crafted in rose gold, highlighting their warm, elegant tone. The earrings are adorned with prominent central gemstones, possibly rose quartz, surrounded by smaller oval-shaped stones that appear to be sapphires. The intricate geometric framework enhances the overall aesthetic, adding a chic and contemporary touch."
BGPER-1031,bgper-1031,Elegant Yellow 14K Gold Earrings. from the Polki Jewellery collection. set with 3.50ct diamonds (154 pcs). Total weight: 14.86g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"YG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1031,,Title,Default Title,,,,,,,,4070.0,,,TRUE,,,,,,shopify,1,DENY,14.86,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1031.jpg,1,BGPER-1031,,FALSE,BGPER-1031 | BG Jewels,Elegant Yellow 14K Gold Earrings. from the Polki Jewellery collection. set with 3.50ct diamonds (154 pcs). Total weight: 14.86g.,YG,Apparel & Accessories > Jewelry,,,BGPER-1031,,,New,FALSE,,,,,,"These earrings feature an elegant floral design crafted in a gold-colored metal. They are adorned with polki diamonds, showcasing a blend of uncut stones surrounded by smaller, round-cut diamonds, adding a touch of sparkle. The style is a fusion of traditional and modern, characterized by the intricate arrangement of the stones, making them a standout piece for festive or formal occasions."
BGPER-1032,bgper-1032,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 1.85ct diamonds (70 pcs). Total weight: 7.48g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1032,,Title,Default Title,,,,,,,,2155.0,,,TRUE,,,,,,shopify,1,DENY,7.48,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1032.jpg,1,BGPER-1032,,FALSE,BGPER-1032 | BG Jewels,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 1.85ct diamonds (70 pcs). Total weight: 7.48g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1032,,,New,FALSE,,,,,,"These are elegant earrings crafted in rose gold metal. The design features a modern style with oval and teardrop-shaped clear gemstones, possibly quartz or diamonds, surrounded by smaller pavé set stones. The earrings have a distinctive cascading design with multiple dangling elements, creating movement and catching light beautifully. This combination of materials and design gives the earrings a sophisticated and contemporary appeal."
BGPER-1033,bgper-1033,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 2.34ct diamonds (162 pcs) and 24.01ct colour stones (4 pcs). Total weight: 14.60g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1033,,Title,Default Title,,,,,,,,4910.0,,,TRUE,,,,,,shopify,1,DENY,14.6,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1033.jpg,1,BGPER-1033,,FALSE,BGPER-1033 | BG Jewels,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 2.34ct diamonds (162 pcs) and 24.01ct colour stones (4 pcs). Total weight: 14.60g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1033,,,New,FALSE,,,,,,
BGPER-1034,bgper-1034,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 0.66ct diamonds (62 pcs) and 4.39ct colour stones (24 pcs). Total weight: 7.11g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1034,,Title,Default Title,,,,,,,,2060.0,,,TRUE,,,,,,shopify,1,DENY,7.11,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1034.jpg,1,BGPER-1034,,FALSE,BGPER-1034 | BG Jewels,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 0.66ct diamonds (62 pcs) and 4.39ct colour stones (24 pcs). Total weight: 7.11g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1034,,,New,FALSE,,,,,,"These are earrings featuring a modern design with a square-shaped central stone in a clear or light hue, possibly a diamond or quartz. They are surrounded by a halo of round, pink gemstones, likely pink sapphires or topazes. The metal setting appears to be in rose gold, adding warmth to the overall look. The combination of pink stones with a clear central gem gives a fresh and vibrant aesthetic."
BGPER-1035,bgper-1035,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 1.79ct diamonds (64 pcs) and 2.52ct colour stones (2 pcs). Total weight: 7.05g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1035,,Title,Default Title,,,,,,,,1905.0,,,TRUE,,,,,,shopify,1,DENY,7.05,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1035.jpg,1,BGPER-1035,,FALSE,BGPER-1035 | BG Jewels,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 1.79ct diamonds (64 pcs) and 2.52ct colour stones (2 pcs). Total weight: 7.05g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1035,,,New,FALSE,,,,,,"These are stud earrings featuring a central oval-shaped emerald, framed by a halo of clear, rose-cut gems, likely diamonds, set in a symmetrical floral pattern. The metal appears to be gold, complementing the vivid green of the emeralds. The style combines elements of traditional and modern design, showcasing the classic elegance of emeralds and diamonds with a sleek, sophisticated finish. The earrings have a reflective surface, adding to their luxurious appeal."
BGPER-1036,bgper-1036,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 2.03ct diamonds (238 pcs) and 10.41ct colour stones (6 pcs). Total weight: 11.88g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1036,,Title,Default Title,,,,,,,,6375.0,,,TRUE,,,,,,shopify,1,DENY,11.88,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1036.jpg,1,BGPER-1036,,FALSE,BGPER-1036 | BG Jewels,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 2.03ct diamonds (238 pcs) and 10.41ct colour stones (6 pcs). Total weight: 11.88g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1036,,,New,FALSE,,,,,,
BGPER-1037,bgper-1037,Elegant Yellow 14K Gold Earrings. from the Polki Jewellery collection. set with 2.08ct diamonds (74 pcs). Total weight: 7.31g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"YG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1037,,Title,Default Title,,,,,,,,2480.0,,,TRUE,,,,,,shopify,1,DENY,7.31,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1037.jpg,1,BGPER-1037,,FALSE,BGPER-1037 | BG Jewels,Elegant Yellow 14K Gold Earrings. from the Polki Jewellery collection. set with 2.08ct diamonds (74 pcs). Total weight: 7.31g.,YG,Apparel & Accessories > Jewelry,,,BGPER-1037,,,New,FALSE,,,,,,"These are ornate earrings crafted in a gold-colored metal, featuring a striking sunburst design. Each earring is centered with a large, oval-shaped crystal that resembles a diamond, surrounded by multiple tapered extensions set with smaller diamond-like stones. The design style combines traditional and modern elements, offering a radiant and elegant appearance. The intricate arrangement of stones enhances their sparkle and visual appeal."
BGPER-1038,bgper-1038,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 2.02ct diamonds (170 pcs) and 7.52ct colour stones (4 pcs). Total weight: 10.16g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1038,,Title,Default Title,,,,,,,,2885.0,,,TRUE,,,,,,shopify,1,DENY,10.16,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1038.jpg,1,BGPER-1038,,FALSE,BGPER-1038 | BG Jewels,Elegant Rose 14K Gold Earrings. from the Polki Jewellery collection. set with 2.02ct diamonds (170 pcs) and 7.52ct colour stones (4 pcs). Total weight: 10.16g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1038,,,New,FALSE,,,,,,"The image features a pair of elegant drop earrings. They are set in a rose gold metal and display a combination of sparkling clear stones and vibrant pear-shaped pink gemstones, possibly rubies. The design is modern with a touch of classic elegance, highlighted by the symmetrical arrangement of square and round stones leading to the prominent drop gem. Notable features include the use of pave settings for additional sparkle along the earrings."
BGPER-1039,bgper-1039,Elegant Yellow 14K Gold Earrings. from the Polki Jewellery collection. set with 0.55ct diamonds (2 pcs) and 19.22ct colour stones (40 pcs). Total weight: 21.68g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"YG, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1039,,Title,Default Title,,,,,,,,5890.0,,,TRUE,,,,,,shopify,1,DENY,21.68,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1039.jpg,1,BGPER-1039,,FALSE,BGPER-1039 | BG Jewels,Elegant Yellow 14K Gold Earrings. from the Polki Jewellery collection. set with 0.55ct diamonds (2 pcs) and 19.22ct colour stones (40 pcs). Total weight: 21.68g.,YG,Apparel & Accessories > Jewelry,,,BGPER-1039,,,New,FALSE,,,,,,"This image features a pair of earrings designed in a floral motif. The earrings are set in a silver-toned metal and showcase vivid pink stones, likely rubies, arranged as petals. At the center of each earring is a larger white stone, possibly a diamond or a white sapphire, adding contrast and brilliance. The design appears modern with a touch of elegance, suitable for both formal and casual occasions."
BGPER-1040,bgper-1040,Elegant Victorian 14K Gold Earrings. from the Polki Jewellery collection. set with 11.11ct colour stones (2 pcs). Total weight: 4.82g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"Victorian, Polki Jewellery, EARRINGS, 14K",TRUE,Active,BGPER-1040,,Title,Default Title,,,,,,,,1275.0,,,TRUE,,,,,,shopify,1,DENY,4.82,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1040.jpg,1,BGPER-1040,,FALSE,BGPER-1040 | BG Jewels,Elegant Victorian 14K Gold Earrings. from the Polki Jewellery collection. set with 11.11ct colour stones (2 pcs). Total weight: 4.82g.,Victorian,Apparel & Accessories > Jewelry,,,BGPER-1040,,,New,FALSE,,,,,,"These are elegant stud earrings featuring oval-shaped gemstones, likely tanzanite, given their rich blue-violet hue. The stones are set in a simple, classic four-prong setting, crafted from a metal with a warm tone, possibly rose gold. The design is minimalist, allowing the vibrant color and clarity of the stones to be the focal point. This style exudes a modern yet timeless elegance, perfect for both everyday wear and special occasions."
BGPER-1041,bgper-1041,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 1.43ct diamonds (158 pcs). Total weight: 5.36g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 18K",TRUE,Active,BGPER-1041,,Title,Default Title,,,,,,,,1905.0,,,TRUE,,,,,,shopify,1,DENY,5.36,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1041.jpg,1,BGPER-1041,,FALSE,BGPER-1041 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 1.43ct diamonds (158 pcs). Total weight: 5.36g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1041,,,New,FALSE,,,,,,"These are earrings featuring a rose gold metal setting. The design highlights large, clear central stones that resemble uncut diamonds or polki, surrounded by a double halo of smaller, sparkling white diamonds. The style blends traditional and modern elements, with intricate detailing that adds a touch of elegance. The craftsmanship emphasizes a luxurious and timeless aesthetic."
BGPER-1042,bgper-1042,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 1.51ct diamonds (132 pcs). Total weight: 8.15g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 18K",TRUE,Active,BGPER-1042,,Title,Default Title,,,,,,,,2695.0,,,TRUE,,,,,,shopify,1,DENY,8.15,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1042.jpg,1,BGPER-1042,,FALSE,BGPER-1042 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 1.51ct diamonds (132 pcs). Total weight: 8.15g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1042,,,New,FALSE,,,,,,"The image showcases a pair of earrings crafted from rose gold, featuring a modern design. Each earring displays triangular-shaped stones at the center, likely diamonds or clear gemstones, surrounded by a halo of smaller, round-cut diamonds. The earrings display an elegant, elongated hoop style with pavé-set diamonds, enhancing their luxurious appearance. The overall design is contemporary and stylish, making them suitable for both formal and glamorous occasions."
BGPER-1043,bgper-1043,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 0.31ct diamonds (20 pcs) and 4.05ct colour stones (20 pcs). Total weight: 4.14g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 18K",TRUE,Active,BGPER-1043,,Title,Default Title,,,,,,,,1275.0,,,TRUE,,,,,,shopify,1,DENY,4.14,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1043.jpg,1,BGPER-1043,,FALSE,BGPER-1043 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 0.31ct diamonds (20 pcs) and 4.05ct colour stones (20 pcs). Total weight: 4.14g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1043,,,New,FALSE,,,,,,"These are elegant stud earrings featuring a circular design. The metal appears to be rose gold, intricately set with a central diamond-like stone surrounded by vibrant rubies. The style blends modern elements with a classic touch, making them suitable for both contemporary and traditional attire. The rich contrast between the clear central stones and the deep red rubies adds a striking visual appeal."
BGPER-1044,bgper-1044,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 0.42ct diamonds (12 pcs) and 4.53ct colour stones (12 pcs). Total weight: 6.41g.,BG Jewels,Apparel & Accessories > Jewelry,EARRINGS,"RG, Polki Jewellery, EARRINGS, 18K",TRUE,Active,BGPER-1044,,Title,Default Title,,,,,,,,2290.0,,,TRUE,,,,,,shopify,1,DENY,6.41,g,TRUE,manual,https://bgjewels.jewelscore.com/f/shortimage/BGPER-1044.jpg,1,BGPER-1044,,FALSE,BGPER-1044 | BG Jewels,Elegant Rose 18K Gold Earrings. from the Polki Jewellery collection. set with 0.42ct diamonds (12 pcs) and 4.53ct colour stones (12 pcs). Total weight: 6.41g.,RG,Apparel & Accessories > Jewelry,,,BGPER-1044,,,New,FALSE,,,,,,"These are earrings featuring a cluster design with a central diamond surrounded by pink-hued gemstones, set in a hexagonal pattern. The metal appears to be rose gold, complementing the pink stones and adding a warm tone to the piece. The style is a blend of modern and traditional, with a polished and elegant look. The earrings exude a delicate and feminine charm, perfect for both formal and casual occasions."
